duration,movie_image_url,movie_intro,movie_url,rank,rating,rating_count,release_date,subject,title
93,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2587099240.jpg,　　八公（Forest 饰）是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克（理查·基尔 Richard Gere 饰）在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特（琼·艾伦 Joan Allen 饰）。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪（萨拉·罗默尔 Sarah Roemer 饰）及女婿迈克尔（罗比·萨布莱特 Robbie Sublett 饰）怀着无比沉痛的心情埋葬了帕克，可是不明就里的...,https://movie.douban.com/subject/3011091/,12,9.4,1406023人评价,"2009-06-13(西雅图电影节),2010-03-12(英国)",永远都不能忘记你所爱的人。,忠犬八公的故事
171,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561716440.jpg,　　段小楼（张丰毅）与程蝶衣（张国荣）是一对打小一起长大的师兄弟，两人一个演生，一个饰旦，一向配合天衣无缝，尤其一出《霸王别姬》，更是誉满京城，为此，两人约定合演一辈子《霸王别姬》。但两人对戏剧与人生关系的理解有本质不同，段小楼深知戏非人生，程蝶衣则是人戏不分。,https://movie.douban.com/subject/1291546/,2,9.6,2152900人评价,"1993-07-26(中国大陆),1993-01-01(中国香港)",风华绝代。,霸王别姬
117,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614359276.jpg,　　克里斯•加纳（威尔·史密斯 Will Smith 饰）用尽全部积蓄买下了高科技治疗仪，到处向医院推销，可是价格高昂，接受的人不多。就算他多努力都无法提供一个良好的生活环境给妻儿，妻子（桑迪·牛顿 Thandie Newton 饰）最终选择离开家。从此他带着儿子克里斯托夫（贾登·史密斯 Jaden Smith 饰）相依为命。克里斯好不容易争取回来一个股票投资公司实习的机会，就算没有报酬，成功机会只有百分之五，他仍努力奋斗，儿子是他的力量。他看尽白眼，与儿子躲在地铁站里的公共厕所里，住在教堂的收容所里…… 他坚信，幸福明天就会来临。,https://movie.douban.com/subject/1849031/,24,9.2,1528527人评价,"2008-01-17(中国大陆),2020-07-20(中国大陆重映),2006-12-15(美国)",平民励志片。 ,当幸福来敲门
163,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg,　　溥仪（尊龙 饰）的一生在电影中娓娓道来。他从三岁起登基，年幼的眼光中只有大臣身上的一只蝈蝈，江山在他心中只是一个不明所以的名词。长大了，他以为可以变革，却被太监一把火烧了朝廷账本。他以为自己是大清江山的主人，却做了日本人的傀儡。,https://movie.douban.com/subject/1293172/,25,9.3,891706人评价,"1987-10-04(东京国际电影节),1987-10-23(意大利)",“不要跟我比惨，我比你更惨”再适合这部电影不过了。,末代皇帝
175,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg,　　40年代的美国，“教父”维托·柯里昂（马龙·白兰度 饰）是黑手党柯里昂家族的首领，带领家族从事非法的勾当，但同时他也是许多弱小平民的保护神，深得人们爱戴。,https://movie.douban.com/subject/1291841/,22,9.3,973960人评价,"1972-03-15(纽约首映),1972-03-24(美国)",千万不要记恨你的对手，这样会让你失去理智。,教父
116,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg,　　伦敦著名刑案辩护律师韦菲爵士（查尔斯•劳顿 Charles Laughton 饰）接受了心脏病治疗，但是身体依旧虚弱，第一天回家休养，护士一直严厉监督他服药，并杜绝烟酒。管家为了便于上楼，还专门为他修了电梯。但是，种种关心照顾，对于这位桀骜不驯、牙尖嘴利的大律师根本不起作用，反倒是一纸诉状令他倍感兴奋。律师梅休和当事人沃尔（泰隆•鲍华 Tyrone Power饰）登门拜访，请他出山打官司。原来，沃尔结识了富婆，两人相见甚欢，虽然仆人对他发明的打蛋器充满鄙夷，但是富婆却对他充满爱意，甚至为他修改了遗嘱，把8万英镑留给了他。然而，富婆却惨遭毒手。于是，沃尔成为警方的头号嫌疑犯。他的唯一证人是妻子克里斯汀（玛琳•黛德丽 Marlene Dietrich饰），然而后者登门时的冷漠与淡定，令韦菲爵士怀疑这其中另有隐情。在扑朔迷离的案件背后，隐藏着一个个环环相扣...,https://movie.douban.com/subject/1296141/,19,9.6,566631人评价,1957-12-17(美国),比利·怀德满分作品。,控方证人
95,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,　　至尊宝（周星驰 饰）被月光宝盒带回到五百年前，遇见紫霞仙子（朱茵 饰），被对方打上烙印成为对方的人，并发觉自己已变成孙悟空。,https://movie.douban.com/subject/1292213/,20,9.2,1542369人评价,"2014-10-24(中国大陆),2017-04-13(中国大陆重映),1995-02-04(中国香港)",一生所爱。,大话西游之大圣娶亲
125,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg,　　来自首尔的哑语美术老师仁浩（孔宥 饰）来到雾津，应聘慈爱聋哑人学校。天降大雾，他意外撞车，维修时邂逅了人权组织成员柔珍（郑有美 饰）。仁浩妻子早亡，8岁女儿天生哮喘由祖母照看，所以他不辞辛苦谋职养家。然而，双胞胎的校长与教导主任竟逼仁浩索贿5千万韩元。同时，仁浩逐渐发现学校笼罩着一种紧张压抑的气氛，令人窒息。有三个孩子引人关注：聪颖的金妍斗（金贤秀 饰）、贪吃的陈宥利（郑仁絮 饰）和弟弟自杀身亡的全民秀（白承焕 饰），民秀总是满脸淤青。下课后，仁浩还听到女厕所中有呼喊与哭泣，在门卫的阻拦下他未深究。之后。他意外目睹了校长行贿警察，教导员毒打民秀，宿导溺罚妍斗的行径。一个惊天的隐秘被慢慢揭开，真相令韩国震惊……,https://movie.douban.com/subject/5912992/,21,9.4,936116人评价,2011-09-22(韩国),我们一路奋战不是为了改变世界，而是为了不让世界改变我们。,熔炉
101,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg,　　1991年，香港黑帮三合会会员刘健明（刘德华）听从老大韩琛（曾志伟）的吩咐，加入警察部队成为黑帮卧底，韩琛许诺刘健明会帮其在七年后晋升为见习督察。1992年，警察训练学校优秀学员陈永仁（梁朝伟）被上级要求深入到三合会做卧底，终极目标是成为韩琛身边的红人。2002年，两人都不负重望，也都身背重压，刘健明渐想成为一个真正的好人，陈永仁则盼着尽快回归警察身份。,https://movie.douban.com/subject/1307914/,18,9.3,1372904人评价,"2003-09-05(中国大陆),2002-12-12(中国香港)",香港电影史上永不过时的杰作。,无间道
112,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,　　因为一次跳伞事故，白人富翁菲利普Philippe（弗朗索瓦·克鲁塞 François Cluzet 饰）瘫痪在床，欲招聘一名全职陪护。由于薪酬高，应聘者云集，个个舌灿莲花，却无法打动他的心。直到黑人德希斯Driss（奥玛·赛 Omar Sy 饰）的出现才让他作出决定。德希斯刚从监狱出来，背负家庭重担，一心只想寻张辞退信以申领救济金，而且他明显对女助理的兴趣要远大于这份工作。但是菲利普还是一眼相中了这个小伙子。于是，德希斯开始了一个月的试用期。虽然舒适的豪宅环境让他倍感虚荣，但是他仍面临很多挑战：不仅要为菲利普作身体复健，还得给他洗浴、灌肠、拆信、穿丝袜等。起初，两人的思维方式与价值观大相径庭，但是，随着了解的不断深入，他们成为了朋友……,https://movie.douban.com/subject/6786002/,23,9.3,1121492人评价,2011-11-02(法国),满满温情的高雅喜剧。,触不可及
98,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,　　公元2805年，人类文明高度发展，却因污染和生活垃圾大量增加使得地球不再适于人类居住。地球人被迫乘坐飞船离开故乡，进行一次漫长无边的宇宙之旅。临行前他们委托Buynlarge的公司对地球垃圾进行清理，该公司开发了名为WALL·E（Waste Allocation Load Lifters – Earth 地球废品分装员）的机器人担当此重任。,https://movie.douban.com/subject/2131459/,16,9.3,1323775人评价,2008-06-27(美国),小瓦力，大人生。,机器人总动员
201,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2642829472.jpg,　　魔幻战争逐渐进入高潮阶段。霍比特人佛罗多（伊利亚·伍德 Elijah Wood 饰）携带着魔戒，与伙伴山姆（西恩·奥斯汀 Sean Astin 饰）以及狡猾阴暗的咕噜等前往末日山，一路上艰难险阻不断，魔君索伦为阻止魔戒被销毁用尽全力阻挠。另一方面，白袍巫师甘道夫（伊恩·麦克莱恩 Ian McKellen 饰）率中土勇士们镇守刚铎首都——白城米那斯提里斯。魔兽大军压境，黑暗与光明的决战即将来临……,https://movie.douban.com/subject/1291552/,32,9.3,808208人评价,"2004-03-12(中国大陆),2021-05-14(中国大陆重映),2003-12-17(美国)",史诗的终章。,指环王3：王者无敌
152,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614949805.jpg,　　哈利波特是一个孤儿，从小寄养在姨妈家，受尽欺凌。但就在哈利11岁生日的时候，他意外收到了霍格沃茨学院的入学通知书。哈利从该学院派来接他的巨人海格口中得知，这是一间魔法学院，并得知了自己的身世，原来哈利的父母都是伟大的魔法师，在对付伏地魔的战斗中双双献身，唯有哈利幸免于难。,https://movie.douban.com/subject/1295038/,31,9.2,1200971人评价,"2002-01-26(中国大陆),2020-08-14(中国大陆重映),2001-11-04(英国首映),2001-11-16(美国)",童话世界的开端。,哈利·波特与魔法石
132,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597919477.jpg,　　根据余华同名小说改编。,https://movie.douban.com/subject/1292365/,29,9.3,850245人评价,"1994-06-30(中国香港),1994-05-17(戛纳电影节)",张艺谋最好的电影。,活着
90,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg,　　布莱斯（卡兰•麦克奥利菲 Callan McAuliffe 饰）全家搬到小镇，邻家女孩朱丽（玛德琳•卡罗尔 Madeline Carroll 饰）前来帮忙。她对他一见钟情，心愿是获得他的吻。两人是同班同学，她一直想方设法接近他，但是他避之不及。她喜欢爬在高高的梧桐树上看风景。但因为施工，树被要被砍掉，她誓死捍卫，希望他并肩作战，但是他退缩了。她的事迹上了报纸，外公对她颇有好感，令他十分困惑。她凭借鸡下蛋的项目获得了科技展第一名，成了全场焦点，令他黯然失色。她把自家鸡蛋送给他，他听家人怀疑她家鸡蛋不卫生，便偷偷把鸡蛋丢掉。她得知真相，很伤心，两人关系跌入冰点。她跟家人诉说，引发争吵。原来父亲一直攒钱照顾傻弟弟，所以生活拮据。她理解了父母，自己动手，还得到了他外公的鼎力相助。他向她道歉，但是并未解决问题。他开始关注她。鸡蛋风波未平，家庭晚宴与午餐男孩评选...,https://movie.douban.com/subject/3319755/,28,9.1,1843795人评价,"2010-07-26(好莱坞首映),2010-09-10(美国)",真正的幸福是来自内心深处。,怦然心动
109,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2896589742.jpg,　　故事发生在一个所有哺乳类动物和谐共存的美好世界中，兔子朱迪（金妮弗·古德温 Ginnifer Goodwin 配音）从小就梦想着能够成为一名惩恶扬善的刑警，凭借着智慧和努力，朱迪成功的从警校中毕业进入了疯狂动物城警察局，殊不知这里是大型肉食类动物的领地，作为第一只，也是唯一的小型食草类动物，朱迪会遇到怎样的故事呢？,https://movie.douban.com/subject/25662329/,17,9.2,1952274人评价,"2016-03-04(中国大陆/美国),2020-07-24(中国大陆重映)",迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,疯狂动物城
152,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,　　从亲眼目睹父母被人杀死的阴影中走出来的“蝙蝠侠”，经历了成长之后，已经不再是那个桀骜不的孤单英雄了。在警官吉姆·戈登和检查官哈维·登特的通力帮助下，“蝙蝠侠”无后顾之忧地继续满世界的奔波，与日益增长起来的犯罪威胁做着永无休止的争斗，而他所在的高谭市，也是进展最为明显的地方，犯罪率以一种惊人的速度持续下降着，毕竟对方是能够上天入地的“蝙蝠侠”，不借两个胆子谁还敢造次呢？不过像高谭这种科技与污秽并存的城市，平静是不可能维持太久的，果不其然，新一轮的混乱很快就席卷了整个城市，人们再一被被恐慌所笼罩着，而声称愿意为这一切负责的，自然就是所有混乱的源头以及支配者--“小丑”了。,https://movie.douban.com/subject/1851857/,30,9.2,1065924人评价,"2008-07-14(纽约首映),2008-07-18(美国)",无尽的黑暗。,蝙蝠侠：黑暗骑士
88,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg,　　孙悟空（周星驰）护送唐三藏（罗家英）去西天取经路上，与牛魔王合谋欲杀害唐三藏，并偷走了月光宝盒，此举使观音萌生将其铲除心思，经唐三藏请求，孙悟空被判五百年后重新投胎做人赎其罪孽。,https://movie.douban.com/subject/1299398/,48,9.0,1228011人评价,"2014-10-24(中国大陆),1995-01-21(中国香港)",旷古烁今。,大话西游之月光宝盒
157,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg,　　查理（克里斯•奥唐纳 Chris O'Donnell 饰）是一个普通的中学生，他因为见证着一件恶作剧但又不想出卖朋友，于是面临着一道艰难的选择题——要么坦白，要么被学校勒退。而史法兰（阿尔•帕西诺 Al Pacino 饰）是一个退伍军官，因为意外失明，人生从顶点的辉煌滑落谷底。,https://movie.douban.com/subject/1298624/,50,9.1,890557人评价,1992-12-23(美国),史上最美的探戈。,闻香识女人
149,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1381339291.jpg,　　史标曼（艾德里安•布洛迪 Adrien Brody 饰）是波兰一家电台的钢琴师。二战即将爆发之时，他们全家被迫被赶进华沙的犹太区。在战争的颠沛流离中，家人和亲戚最终被纳粹杀害，而史标曼本人也受尽种种羞辱和折磨，他侥幸得到一位朋友的帮助，暂时有了藏身之处。战争愈加猛烈，朋友不得不抛下他回老家寻得安全的住所养育儿女。此时史标曼恶病缠身，却还要在搜捕中逃亡。在废墟的阁楼上他遇见了一名德国军官，在军官的要求下他弹奏了钢琴曲。美妙的琴声令德国军官萌发了恻隐之心，他暗暗帮助史标曼直到苏军对波兰的解放到来…… 影片根据波兰钢琴家瓦拉迪斯罗•斯皮曼(Wladyslaw Szpilman)的自传体小说《死亡城市》改编。,https://movie.douban.com/subject/1296736/,47,9.3,644634人评价,"2002-05-24(戛纳电影节),2002-09-25(法国)",音乐能化解仇恨。,钢琴家
139,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg,　　第二次世界大战期间，中国河北挂甲台村的农民马大三（姜文饰）在日本人的统治下过着平静的生活。一个晚上，游击队绑架了日军陆军士兵花屋小三郎（香川照之饰）和翻译董汉臣，把他们捆绑塞入麻袋放在马大三家里，并吩咐马好好看管，几天后的大年三十来带人。马大三和村民战战兢兢地看守两人，花屋小三郎和董汉臣数次发出求救信号，皆被村民化解。半年过去了，村民们担心事情暴露，却又不敢把花屋等放了。,https://movie.douban.com/subject/1291858/,44,9.3,630338人评价,"2000-05-12(戛纳电影节),2002-04-27(日本)",对敌人的仁慈，就是对自己残忍。,鬼子来了
180,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg,　　第二部在延续第一部风格的同时，故事呈现出多线发展的格局，情节有了更高的观赏性。,https://movie.douban.com/subject/1291572/,49,9.2,757941人评价,"2003-04-25(中国大陆),2021-04-23(中国大陆重映),2002-12-05(纽约首映),2002-12-18(美国)",承前启后的史诗篇章。,指环王2：双塔奇兵
111,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg,　　孤儿海蒂（阿努克·斯特芬 饰）被姨母迪蒂（安娜·希恩斯 饰）送上了阿尔卑斯山，与远离小镇独居于高山的祖父（布鲁诺·甘茨 饰）一同生活。活泼的海蒂在这里如鱼得水，不仅收获了羊倌彼得（奎林·阿格里皮 饰）的友情和孤僻祖父的亲情，还与山下彼得的家人打成一片。一天，海蒂同彼得在山上放羊，姨母突然出现，连哄带骗将海蒂卖到法兰克福的泽塞曼家。从此，目不识A的海蒂成为了小姐克拉拉（伊莎贝尔·奥特曼 饰）的伴读。克拉拉幼年丧母，大病一场再不能站立，只能被困在豪宅中与轮椅相伴。父亲（马克西姆·梅米特 饰）常年在外很少回家，寂寞的克拉拉把海蒂当成了救命稻草。海蒂能适应泽塞曼家的新生活吗？远在天边的祖父和彼得还能再见吗？克拉拉的腿还有好起来的希望吗？,https://movie.douban.com/subject/25958717/,46,9.3,620046人评价,"2019-05-16(中国大陆),2015-12-10(德国)",如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。,海蒂和爷爷
125,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2892380420.jpg,　　古老帝国拉普达是一座漂浮在空中的巨大的机器岛，传说那里已经无人居住，蕴藏着巨大的财富。因此，无论军方还是海盗，都在找寻着这座传说中的飞行岛。,https://movie.douban.com/subject/1291583/,42,9.2,879949人评价,"1992-05-01(中国大陆),2023-06-01(中国大陆重映),1986-08-02(日本)",对天空的追逐，永不停止。 ,天空之城
127,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2896590696.jpg,　　故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波 Rafe Spall 饰）无意间得知派·帕帖尔（伊尔凡·可汗 Irrfan Khan 饰）的传奇故事。派的父亲（阿迪勒·侯赛因 Adil Hussain 饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛 Suraj Sharma 饰 ）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约 Gérard Depardieu 饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意...,https://movie.douban.com/subject/1929463/,45,9.1,1355559人评价,"2012-11-22(中国大陆),2012-09-28(纽约电影节),2012-11-21(美国)",瑰丽壮观、无人能及的冒险之旅。,少年派的奇幻漂流
