id,rpid,mid,bv,aid,level,nickname,avatar,comment_time,content,content_len,senti_socre,senti_label
11,2056675065,78201,BV1WE411y7Uk,73190712,雪霏岚岚,6,http://i0.hdslb.com/bfs/face/5f545c16c7161471ab4e6a54863e93a6ffbc483d.jpg,2019-10-26 00:58:57,"悄悄先放个网易云！后续的陆续投稿！
https://music.163.com/#/song?id=1399159133",60,0.9646693861580793,正
12,2055930907,37527622,BV1WE411y7Uk,73190712,书中的精灵,6,http://i0.hdslb.com/bfs/baselabs/43a41cdc423e37939d45fb342e8b464c79734a8b.jpg,2019-10-25 20:30:24,佛山在这里报道啦啦啦啦啦,12,0.9674372004773198,正
13,2055763291,320845369,BV1WE411y7Uk,73190712,清の茉,4,http://i1.hdslb.com/bfs/face/38bf70d81d0f39134bd6c1f37aece6d03c61525b.jpg,2019-10-25 19:27:39,来了来了！肇庆的！[打call],16,0.9793526452034301,正
14,2055750902,1669794,BV1WE411y7Uk,73190712,里子りこ,6,https://i0.hdslb.com/bfs/face/5974ee04a177da81dfc5415100bb03426b34113f.jpg,2019-10-25 19:20:54,啊啊啊啊冲鸭,6,0.7576560612120934,正
15,2056020457,28753296,BV1WE411y7Uk,73190712,AaronPong,6,https://i0.hdslb.com/bfs/face/765337104c9e295da79953ac4f1dd5598075c2d8.jpg,2019-10-25 21:03:58,"（复制简介）以下是填词人fantasy老师说的
南风起，粤韵扬，歌声绕梁。
大湾区，水之乡，珠江流长。
华诞至，齐高唱，心灯点亮。
广东人，拍住上，国富民强。
推荐大家可以看看简介里歌词注释！",96,0.9998107870433937,正
16,2060084373,373156236,BV1WE411y7Uk,73190712,华夏尘缘,6,https://i0.hdslb.com/bfs/face/35c23bf0d5f86c878db2c6ec8dd4f3a36d2be198.jpg,2019-10-27 11:36:09,作为个香港人还是提一句吧，其实香港区花是洋紫荆不是紫荆，两者不是一个概念的，当年因为回归要尽可能避免出现“洋”字，所以洋紫荆就变成了紫荆，(ps:洋紫荆还有另一个名字叫做香港兰[大笑]),93,0.9999998981854151,正
17,2055749941,4320763,BV1WE411y7Uk,73190712,叮叮好正,6,https://i1.hdslb.com/bfs/face/59960d9d5dfd546188c19b80b9f7390053d3a850.jpg,2019-10-25 19:24:15,报到！！！来啦来啦[喜欢],13,0.32910771376416736,负
18,2057151749,24979789,BV1WE411y7Uk,73190712,山城吴彦祖分宴,6,https://i1.hdslb.com/bfs/face/52d91d3792ac31538ba3ab856f353d921e09ef62.jpg,2019-10-26 10:04:18,重庆人前来报道[滑稽]，别误会我超级喜欢粤语，嘿嘿，上辈子我一定是个广东人[doge],43,0.9860421749379218,正
19,2060067165,33357504,BV1WE411y7Uk,73190712,谢道玄,6,https://i0.hdslb.com/bfs/face/4667addc90cb2abf81d9dd85056e1b1dfe1e5c55.jpg,2019-10-27 11:26:09,为了肇庆的那个背影打call。,15,0.9768239854053251,正
20,2055761625,330516,BV1WE411y7Uk,73190712,魔术肥,6,https://i0.hdslb.com/bfs/face/2b31df0fd471928bd18c33f6efe497de0f2eb931.jpg,2019-10-25 19:25:55,冲啊冲,3,0.5262327818078083,正
21,2059326984,10339415,BV1WE411y7Uk,73190712,小熊有在好好长大啦,6,https://i2.hdslb.com/bfs/face/7d692c7bef3149f6ddc5d58b35dde72d202e420e.jpg,2019-10-27 00:48:13,求求弹幕别刷湛江茂名了，我作为湛江人看得都尴尬，大湾区只有珠三角➕港澳，粤东西北独自美丽就行了，不需要这时候来找存在感吧,60,0.9708527621066662,正
22,2061381199,169466743,BV1WE411y7Uk,73190712,森森funny,6,https://i1.hdslb.com/bfs/face/cf558694215336b31426ff82aa3d8fc93f85032f.jpg,2019-10-27 20:30:51,加油！粵港澳大灣區，會越來越好的 擬人很Nice，大家唱得也好好聽喲 愛你們麼麼噠[爱心],45,0.9989059504153696,正
23,2060096227,373156236,BV1WE411y7Uk,73190712,华夏尘缘,6,https://i0.hdslb.com/bfs/face/35c23bf0d5f86c878db2c6ec8dd4f3a36d2be198.jpg,2019-10-27 11:38:45,中國香港打卡[大笑],10,0.9785172986781407,正
24,2055904743,3281422,BV1WE411y7Uk,73190712,玄诺sama,6,https://i1.hdslb.com/bfs/face/eab75e74114946634bd62bf85d8c2245c3d006c6.jpg,2019-10-25 20:22:47,作为香港人超级超级超级喜欢这首歌啊啊啊,19,0.9772358429249499,正
25,2059343387,32130,BV1WE411y7Uk,73190712,A君_Ansontan,5,http://i0.hdslb.com/bfs/face/0f9ff20b3a475a91a3cc076c7c8ac4559bccffc3.jpg,2019-10-27 00:52:44,希望有搬去油管度扩散下，等香港同胞听下，用我哋噶歌声传递正能量，等香港噶同胞知道和平繁荣统一同是我哋广府人嘅共同愿望！,59,0.9997670834756103,正
26,2430452387,24584020,BV1WE411y7Uk,73190712,文华公书林,5,https://i1.hdslb.com/bfs/face/84622325791f3d31fb4d5387db103394ff7c592b.jpg,2020-02-26 17:40:22,[热词系列_吹爆]虽然是广西玉林人，但是觉得广东靓仔靓女都好有才，发展家乡文化，挺你们！,44,0.9997410754014364,正
27,2055784488,462395,BV1WE411y7Uk,73190712,花音bb,6,https://i2.hdslb.com/bfs/face/1733d7545193ba8c38554bb8ec4c9e2fbf9d20c4.jpg,2019-10-25 19:37:54,大家都好棒啊～,7,0.8962122876678482,正
28,2061836547,290492032,BV1WE411y7Uk,73190712,白羽心理树洞所,5,https://i1.hdslb.com/bfs/face/f29a19fcdff30493e010a9445741ec6cfb465fc6.jpg,2019-10-27 23:26:48,"共和国长子——东北老工业基地辽宁省
这么说好像对不起黑吉的兄弟[黑洞][黑洞]
那就东北三省一起吧！
我觉得辽宁快沦为被遗忘的省份了
辽宁冲鸭！
希望香港好起来
也希望台独分子消停点
大陆会伸出她的怀抱，微笑着迎接你们血浓于水啊！
我国是世界上最强大的国家，你们的背后，是整个中国……",142,0.9999999910007867,正
29,2060655225,297122438,BV1WE411y7Uk,73190712,广州大学团委,5,https://i2.hdslb.com/bfs/face/72c019850c174cff9c6bdc02efc4bf321678237e.jpg,2019-10-27 15:20:10,来啦来啦！,5,0.5262327818078083,正
30,2066576020,5756305,BV1WE411y7Uk,73190712,关山松月,5,http://i1.hdslb.com/bfs/face/5f928624581d36c365e6fef3f7363851fd133dad.jpg,2019-10-30 02:41:46,香港人帶著獅子山精神來了(？)粵劇腔的《荔枝頌》真滴贊，穿插的廣東民樂也很棒，我愛粵港澳，此生能為嶺南人，當是滿足。,58,0.9897001321857892,正
31,2058512489,32322788,BV1WE411y7Uk,73190712,粤光长长照故里,5,https://i2.hdslb.com/bfs/face/8f34491662387084628f30cd2a7b57c22e0dd9cf.jpg,2019-10-26 20:27:37,身为广东广州人，真的好开心好自豪昂,17,0.9953091714367092,正
32,2055970945,15328657,BV1WE411y7Uk,73190712,荔枝人o,6,https://i1.hdslb.com/bfs/face/2990527adbec60ea7363c74c652794bc5cd8b1a8.jpg,2019-10-25 20:45:21,一人血书bml上唱[大哭][大哭][大哭],21,0.9842092621961656,正
33,2055900460,191546,BV1WE411y7Uk,73190712,旋转跳跃的M,6,https://i2.hdslb.com/bfs/face/f34cd5269dee309b7d3ce21a08dd414af48d89b1.jpg,2019-10-25 20:17:37,茂名的up主后排报到[画风突变],16,0.2102833843555214,负
34,2083908256,4670195,BV1WE411y7Uk,73190712,世界最幻想,6,https://i2.hdslb.com/bfs/face/fa84366276e5c13b501d69f2298c24435234337d.jpg,2019-11-06 01:20:59,希望以后不只是大湾区，整个广东，共同歌唱，一起进步。到那时，整首歌要加满粤东，粤西，粤北和珠三角的地名啦[惊喜],56,0.9945025955511119,正
35,2056613546,32758430,BV1WE411y7Uk,73190712,账号已注销,0,http://i0.hdslb.com/bfs/face/member/noface.jpg,2019-10-26 00:39:47,更正一下簡介中澳門的注釋：其實澳門的市花是毛菍，區花才是蓮花。,31,0.035769395128011916,负
36,2066410938,441571506,BV1WE411y7Uk,73190712,珠江西部牛仔,4,http://i0.hdslb.com/bfs/face/edb7aa57e14a2294687339420edd19a825e304dd.jpg,2019-10-30 00:58:29,开平仔以前去了江门读书才知道自己是属于江门五邑地区一巿。哈哈！失败！去了江门都说粤语，你会发觉江门的五邑情怀很重，因为江门很多都是五邑人的聚集地！来自五邑地区的人来到江门，变成了兄弟姐妹江门人的大家庭，还有来自很多广东地区的人来到也相处得很开心容合！非常热爱江门这个城市！,136,0.9999999998106426,正
37,2057683399,209472385,BV1WE411y7Uk,73190712,何情安辰star,6,https://i1.hdslb.com/bfs/face/a68fc842834c564feebbc77d6da83e7525dbf514.jpg,2019-10-26 14:21:01,肇庆出生，生活在肇庆，肇庆真好，广东真好，中国真好！,26,0.9999960853794904,正
38,2055834276,1634372,BV1WE411y7Uk,73190712,丨EDG丨閻魔Sama,6,https://i2.hdslb.com/bfs/face/5d46b1e4bbe8e77d0e348ab92f17c0bb75470619.jpg,2019-10-25 19:56:33,[打call]請務必推上首頁~,15,0.8937390279117747,正
39,2055759181,329448664,BV1WE411y7Uk,73190712,木纳为桃,5,http://i1.hdslb.com/bfs/face/d2b581c01d9c5baf128d07cb1dc998e5e4854214.jpg,2019-10-25 19:26:58,惠州打卡[喜欢],8,0.6535472326311015,正
40,2056545311,50578478,BV1WE411y7Uk,73190712,伪君耔,5,https://i2.hdslb.com/bfs/face/85f69d7a68d4c3a5e5cb5f0aca529a5dea4b7b59.jpg,2019-10-26 00:13:04,还有肇庆的粽子，好怀念小时候奶奶包的特别咸的粽子[尴尬],28,0.9939582425906435,正
41,2156434205,22028360,BV1WE411y7Uk,73190712,大肚腩貓道士,5,https://i2.hdslb.com/bfs/face/4fd5214091afbce2390e777902024b6cc8c34454.jpg,2019-12-05 23:11:22,好聽！好感動....真的好感動....2019年的12月作為一個香港人一邊聽一邊眼濕濕。希望祖國越來越好，大灣區越來越好，大家都可以安居樂業，共享祖國的盛世。大家都可以越來越團結，幸福快樂。謝謝你們的這首歌,103,0.9999999997935474,正
42,2758583405,3863485,BV1WE411y7Uk,73190712,白枝海,6,https://i1.hdslb.com/bfs/face/84fe4350519dcccc6bb58dcde1642fb1bd3290b8.jpg,2020-04-21 13:56:16,广佛cp啊肯定是哈哈哈，这是青梅竹马啊,19,0.9502244077451808,正
43,2060882983,224669713,BV1WE411y7Uk,73190712,琉盈君,6,https://i1.hdslb.com/bfs/face/f364d9966a8d1486fea22a153f06c629a0ec401f.jpg,2019-10-27 17:06:21,那么我来了，有香港的嘛！！！！,15,0.5404841340050288,正
44,2056701185,112914702,BV1WE411y7Uk,73190712,一粒梨子罐头,6,https://i0.hdslb.com/bfs/face/760054d2b3d9426d7ab7317116122b46acf114a0.jpg,2019-10-26 01:09:08,江门新会人打个卡，大家得闲饮茶,15,0.9658786962074923,正
45,2056314816,182861833,BV1WE411y7Uk,73190712,摸閪过红海,5,https://i1.hdslb.com/bfs/face/b79a94910dd3305b405ccf319b9a690ee83f2d7d.jpg,2019-10-25 22:55:26,肇庆人为大湾区打一万个call！！！！[惊喜][惊喜][惊喜],31,0.9987791434704256,正
46,2055754630,95909681,BV1WE411y7Uk,73190712,绝对不会三连,6,https://i2.hdslb.com/bfs/face/d5bec2441a0932db7b7dd156bcd20cc82bd7010d.jpg,2019-10-25 19:25:44,来啦来啦，谢谢广东团长[滑稽],15,0.6017036424564596,正
47,2056198339,287886751,BV1WE411y7Uk,73190712,酷QBaby,5,https://i1.hdslb.com/bfs/face/64fe0d109b1bd90049a4d044a219cd9f9b514bb2.jpg,2019-10-25 22:14:08,中山打卡,4,0.7200671178144957,正
48,2066432498,441571506,BV1WE411y7Uk,73190712,珠江西部牛仔,4,http://i1.hdslb.com/bfs/face/edb7aa57e14a2294687339420edd19a825e304dd.jpg,2019-10-30 01:07:29,江门最响名的是开平3000多座碉楼群，广东世界文化遗产地，现在开平赤坎古镇在打造下一个乌镇旅游圣地，到处在修建中，修建好后，欢迎来江门开平赤坎玩！,73,0.3891828196190954,负
49,2061785775,474308419,BV1WE411y7Uk,73190712,bili兔妈,5,http://i2.hdslb.com/bfs/face/303bd9f5e18e03b362a840e485918db9b7d657c3.jpg,2019-10-27 23:09:02,7月8日刚去过香港，那时候还是风平浪静，港人大多还是和善热情的，维多利亚港的晚餐和太平山顶的夜景让我们留下了深刻的印象。海港城被降旗的地方那时也是好好的，人流如织……希望香港能尽快恢复，我们是同胞，祖国才是我们共同的家。,110,0.9999967650423631,正
50,2059418124,87897989,BV1WE411y7Uk,73190712,lpmlet,5,http://i2.hdslb.com/bfs/face/d094ebcadf3430f695315dcfa1f94f6ee6e04142.jpg,2019-10-27 01:24:10,云浮的小可怜卑微的看着你们报城市,16,0.2699772859336972,负
51,2272386427,342700014,BV1WE411y7Uk,73190712,徐行何,5,https://i0.hdslb.com/bfs/face/4ec6c9eaf2c013ba6863e3eff88e19fcb19c0206.jpg,2020-01-19 01:25:52,其实有点尴尬，这是大湾区的宣传曲，并不是广东的，但是珠三角很自然都以广东自居了。搞到粤西人都不知道应不应该应和，跟着你们起舞，却没有我们的位置，在旁边吃瓜，却发现你们一口一个广东，我站起来半张嘴想跟你一起笑，又讪讪地蹲回角落里。,114,0.3508465849436444,负
52,2061830418,24408146,BV1WE411y7Uk,73190712,令狐冲不动669,5,http://i2.hdslb.com/bfs/face/9dbc9c3a59f59cb3795e487f6eaef2faa7ee1c6c.jpg,2019-10-27 23:23:46,"滴～ 江门卡
哎错了[偷笑]
滴～湾区卡[2233娘_大笑][2233娘_大笑]",40,0.9582639436776568,正
53,2060053442,25490041,BV1WE411y7Uk,73190712,迟渡KIDU,6,https://i1.hdslb.com/bfs/face/c52bf6dd6aae281ed1e10e36c3a6f3b3494e7cf7.jpg,2019-10-27 11:20:46,无论是珠三角，粤港澳大湾区，还是北部湾，都忘了阳江这座城市。广州嫌阳江穷，湛江嫌阳江远。珠海借着对口的名义，把重污染工厂都转移来了阳江。几年前去过茂名，真的不如阳江。但现在呢。行吧，我就当我们是后妈养的好了。几年前说粤西要并入广西，我还不乐意，现在看来，还不如并入呢。,134,0.04552787042122841,负
54,2058215098,77648558,BV1WE411y7Uk,73190712,除猫骚武士,6,https://i2.hdslb.com/bfs/face/52305d8cf6f20e376b5449fc646a2964ebb194dc.jpg,2019-10-26 18:33:29,推荐看谁语争锋，珠江台的。  里面有讲我们大广东各地的方言，文化。,33,0.9057012699795507,正
55,2056461905,54953949,BV1WE411y7Uk,73190712,李先生的红酒杯,6,https://i0.hdslb.com/bfs/face/56a288d228617d86b8e2b1f96ffaea482abdcaeb.jpg,2019-10-25 23:45:56,肇庆的来了！！！拥有姓名真是太快乐了！！,20,0.944741875300174,正
56,2055971311,5076350,BV1WE411y7Uk,73190712,心殤無月,5,http://i2.hdslb.com/bfs/face/47f3f73b791140501bd29b60ffc7f8240bd54c25.jpg,2019-10-25 20:45:52,啊，为什么我一个陕西人那么喜欢粤语，喜欢广州呢，越秀美景看不够,31,0.8617832326170765,正
57,2057099566,77017022,BV1WE411y7Uk,73190712,墨鱼罐头崽,5,http://i2.hdslb.com/bfs/face/b454c4162428443fe1a46bbfbf5ff17bfe673453.jpg,2019-10-26 09:35:55,非常有粤味歌说，不过还是得普及一下，江门一座碉楼都没有，是一座都没，碉楼都在开平，开平是属于江门管理，单江门真的没有碉楼[捂脸][捂脸][捂脸],72,0.0009279913649938853,负
58,4604393787,457026600,BV1WE411y7Uk,73190712,抓马故事爱好者,5,https://i0.hdslb.com/bfs/face/9f37e1d31e1f69690888ac4077a2a9bb13a38f87.jpg,2021-05-22 17:14:44,重庆人围观，表示粤语真好听[打call][打call][打call](难过死了我今天，呜呜呜呜呜我想袁老了),54,0.9319097934267072,正
59,2092096706,356534397,BV1WE411y7Uk,73190712,圈养熊猫www,5,https://i0.hdslb.com/bfs/face/a412e0a8089245d81cbd55f5b207af5b48a0e971.jpg,2019-11-09 12:36:56,混进了个古风的肇庆hhh，想看我老家的正脸(｀・ω・´),28,0.9238561753973836,正
60,2084226909,4487535,BV1WE411y7Uk,73190712,科学核心价值体系,6,https://i0.hdslb.com/bfs/face/075b7df57d5967dc356d079a9fc1f40b262086a0.jpg,2019-11-06 09:12:49,↓深圳人打卡～可怜的深圳没几个的本地人[大哭][大哭],27,0.32225659506490334,负
61,2060067165,33357504,BV1WE411y7Uk,73190712,谢道玄,6,https://i0.hdslb.com/bfs/face/4667addc90cb2abf81d9dd85056e1b1dfe1e5c55.jpg,2019-10-27 11:26:09,为了肇庆的那个背影打call。,15,0.9768239854053251,正
62,2056327258,23109810,BV1WE411y7Uk,73190712,曉嘿嘿嘿丶,5,http://i0.hdslb.com/bfs/face/9d7d2913d5ae0d37724c68dcab2c6eac6323ec00.jpg,2019-10-25 22:58:33,差点就去完大湾区了！ 广东发展下次要带上我们客家潮汕那一块啊,30,0.5324979912807927,正
63,2064120978,242737991,BV1WE411y7Uk,73190712,坠落天华,5,https://i2.hdslb.com/bfs/face/bc9ef69eca66b8b9de03b98cb235c1db5afb645f.jpg,2019-10-28 23:47:37,不是广东人却听着粤语歌，好听、喜欢😊不解释,21,0.22321498413523977,负
64,2059202924,33917633,BV1WE411y7Uk,73190712,삐リ嗶Ly,6,https://i2.hdslb.com/bfs/face/718a63274259a8c4b7ac0f6fa56a1aa7cda54b65.jpg,2019-10-27 00:08:23,Cantonese打卡。广东冲冲冲！,18,0.7448272725775973,正
65,2057538800,24896811,BV1WE411y7Uk,73190712,柠汐ningxi,5,http://i2.hdslb.com/bfs/face/25e0615e3d030a9db1d88dc4f2a677e7729ea6c6.jpg,2019-10-26 13:21:36,澳门的来打卡！！,8,0.26471471121044965,负
66,2066389647,441571506,BV1WE411y7Uk,73190712,珠江西部牛仔,4,http://i1.hdslb.com/bfs/face/edb7aa57e14a2294687339420edd19a825e304dd.jpg,2019-10-30 00:51:53,广东一家亲，是一个大家庭，我们要互帮互助，一起繁荣富强！,28,0.8958317401811082,正
67,2065752868,13140649,BV1WE411y7Uk,73190712,没味儿er,6,https://i1.hdslb.com/bfs/face/91a067de6356ed25e01ea4e6aa45e0f1e264aa2c.jpg,2019-10-29 20:43:13,广州好帅a,5,0.3023884279218413,负
68,4235218657,170052635,BV1WE411y7Uk,73190712,Introduction_,5,https://i2.hdslb.com/bfs/face/4aa72cd08c3200c58438ce2c1e32d98a27fac412.jpg,2021-03-08 01:10:32,2021我还在听这首歌 太棒了,15,0.9798767613776203,正
69,3357390444,327877753,BV1WE411y7Uk,73190712,ゆきyochi,5,https://i1.hdslb.com/bfs/face/bbf0eba39f6c8b537e8d7ef3c9fdb3d460158346.jpg,2020-08-16 17:49:09,"南风起，粤韵扬，歌声绕梁。
大湾区，水之乡，珠江流长。
华诞至，齐高唱，心灯点亮。
广东人，拍住上，国富民强。",55,0.5322274958486373,正
70,2472046570,386045077,BV1WE411y7Uk,73190712,账号已注销,0,https://i0.hdslb.com/bfs/face/member/noface.jpg,2020-03-05 10:26:30,江门来啦呜呜呜呜呜不知道为什么就听哭了呜呜呜呜呜呜呜,26,0.9114189289477049,正
71,2094757585,19553431,BV1WE411y7Uk,73190712,Aurorace,6,http://i1.hdslb.com/bfs/face/e562ecd7e64ca048c293c527195b447d358f8033.jpg,2019-11-10 11:36:14,我在想什么时候长三角一体化核心区能有吴语版宣传曲,24,0.578053281993587,正
72,2077532706,7840054,BV1WE411y7Uk,73190712,取个昵称我容易嘛我,6,http://i0.hdslb.com/bfs/face/070e318cfbf6d62cb96b97dd087aee053e5101d6.jpg,2019-11-03 15:29:30,妈鸭 粤语歌是真的好听 浙江娃表示实名羡慕会说粤语的人[画风突变],33,0.943836088923607,正
73,2060788691,202395841,BV1WE411y7Uk,73190712,灯泛莲舟,5,https://i1.hdslb.com/bfs/face/353324e6869b89a80b80f54e3bd391980e88a478.jpg,2019-10-27 16:22:34,我爱大中山！！！！！[爱心][爱心][爱心][爱心],26,0.9993376008444194,正
74,2059191965,19576903,BV1WE411y7Uk,73190712,机巧士道兽,5,http://i2.hdslb.com/bfs/face/9258d19b65c5aba3963752f247797c4e0b91ae97.jpg,2019-10-27 00:05:59,作为珠海人，经常走往港珠澳，希望香港快d好返，加油💪广东万岁,30,0.9347592698581795,正
75,2058578340,84334872,BV1WE411y7Uk,73190712,东友哥,5,https://i0.hdslb.com/bfs/face/7961e7bdd00d72895fb1846bd129a0ffca99911c.jpg,2019-10-26 20:51:41,广东人签到！[委屈]可惜老家梅州没上榜[大哭],23,0.4768335629606958,负
