id,rpid,mid,bv,aid,nickname,level,avatar,comment_time,message,root,parent
42,172175633808,206110052,BV16k4y1T7qe,742798870,不不不不给说,6,https://i2.hdslb.com/bfs/face/8ebd6efa7ee8b1451df812194e511de30aa68835.jpg,2023-06-28 18:38:51,感觉有水分  我180斤 怕楼梯 120层  开始40-50分钟 后面直接跑3-50层  现在2个月164-166  平台期 不掉肉了  二层台阶了都  90天 腹肌 难 我也控制饮食 每天晚上很难受  16小时断食也用了  直接165斤  还要减30斤啊  已经快崩溃了,172173633504,172173633504
43,172178894064,22342439,BV16k4y1T7qe,742798870,柠檬老师qqq,5,http://i0.hdslb.com/bfs/face/member/noface.jpg,2023-06-28 19:00:29,回复 @不不不不给说 :还好吧，人家力量训练也是会掉脂肪的啊，而且人家力量训练教练都是世界比赛级的，都是练得很猛的，自己练没有这种强度。,172173633504,172175633808
44,174717204272,4538361,BV16k4y1T7qe,742798870,酥咔卜睙,6,https://i0.hdslb.com/bfs/face/4c53c6407dafe4ff8b500e5ea57589d4ae2436cd.jpg,2023-07-13 13:38:22,确实该批评，我建议你重拾本心，少走流量网红套路，你原来的科普引经据典的做挺好的，我当时因为这才关注的你而不是现在的误人子弟的网红套路,0,0
45,174760925776,256256977,BV16k4y1T7qe,742798870,哈哈哈哈呵呵呵呵opq,5,https://i0.hdslb.com/bfs/face/member/noface.jpg,2023-07-13 18:24:40,开始博流量了，误导大家,174717204272,174717204272
46,174803919296,1117106030,BV16k4y1T7qe,742798870,ZzZzZz醉,5,https://i2.hdslb.com/bfs/face/c6c5ac3a88685dcb4f182b695743b94a0799a1bc.jpg,2023-07-13 22:25:54,怎么了？,174717204272,174717204272
47,174822244352,398105016,BV16k4y1T7qe,742798870,高中生小鸟酱,5,https://i0.hdslb.com/bfs/face/fa645c400b3f0f47f85a4f03fa215228cd80ee8e.jpg,2023-07-13 23:56:49,回复 @ZzZzZz醉 :【【帅soserious】90天身材转变靠谱吗？-哔哩哔哩】 https://b23.tv/qoAVEvw,174717204272,174803919296
48,172179581248,161272869,BV16k4y1T7qe,742798870,米饭炒米粉,6,https://i0.hdslb.com/bfs/face/fbd53bd3c355a929bd158fd4fcbdde74da651f2c.jpg,2023-06-28 19:05:48,曾经我也以为自己不会胖，直到工作后脂肪像开了水龙头一样疯狂流到我身体里,0,0
49,172339222384,53301672,BV16k4y1T7qe,742798870,红薯先森呀,5,http://i0.hdslb.com/bfs/face/0014b3894e97c476123c957ce6251bc618f0cf83.jpg,2023-06-29 19:19:12,一样，以前瘦的要死，现在也胖了。。,172179581248,172179581248
50,172427538416,9182804,BV16k4y1T7qe,742798870,马二三三,6,https://i2.hdslb.com/bfs/face/6db3404670215765e7d5381ebc41676de6a5a9bb.jpg,2023-06-30 10:09:27,工作后，真的哗哗地胖[撇嘴],172179581248,172179581248
51,172466379504,408189286,BV16k4y1T7qe,742798870,半亩田田田,6,https://i1.hdslb.com/bfs/face/9a027d36eb90eaa0c5d4ae70746ce3303dbd417d.jpg,2023-06-30 14:52:08,谁说不是呢[辣眼睛],172179581248,172179581248
52,172183464352,244318334,BV16k4y1T7qe,742798870,Koreyosh9,5,https://i2.hdslb.com/bfs/face/644358dc7adba4ed741bdf9d51c2c7197f75c3a0.jpg,2023-06-28 19:29:59,哥，求你了，可以出一期适合学生，不需要去健身房的训练计划嘛,0,0
53,172208143328,11724861,BV16k4y1T7qe,742798870,漂流的-后浪,6,https://i0.hdslb.com/bfs/face/31c454e776b243c48a559e26407ff5b0a11cdde5.jpg,2023-06-28 22:07:12,学生，初中，高中，大学？,172183464352,172183464352
54,172216099760,244318334,BV16k4y1T7qe,742798870,Koreyosh9,5,https://i2.hdslb.com/bfs/face/644358dc7adba4ed741bdf9d51c2c7197f75c3a0.jpg,2023-06-28 22:56:34,回复 @漂流的-后浪 :大学,172183464352,172208143328
55,172247747200,272083825,BV16k4y1T7qe,742798870,哎致命空枪,6,https://i1.hdslb.com/bfs/face/d03ebe3be94d24c94b3d840787da93b2960cde0d.jpg,2023-06-29 02:52:41,"我提点小意见，再好的训练方法也不会完全适合你的身体。自己找不同的动作组，你不去健身房就跳绳，开合跳，高抬腿，俯卧撑，波比跳的组合。然后控制饮食。
最后我个人观点也是我健身教练的，先增肌，增大每日基础消耗量，这样才能减肥。",172183464352,172183464352
56,172418924640,291065527,BV16k4y1T7qe,742798870,网路游侠,4,http://i1.hdslb.com/bfs/face/ff1011dd608f8b070174f075082bf75dec335073.jpg,2023-06-30 08:20:27,我之前也定了个100天的计划，从91.7公斤减到72.5公斤。后来提前10天完成计划，90天搞定，减了38斤。但是我那种方式就不太健康，早上吃饭正常、中午吃之前的40%、第1个月晚饭任何东西都不吃，然后跑步机5公里。这样第1个月就减了18斤。后来第2个月晚上开始吃一点点菜，第3个月晚上基本上正常的吃菜和喝稀饭，但是不吃主食。第2个月12斤，第3个月8斤。那段时间去见客户，客户很少和我聊专业的问题，基本上都在问我减肥是怎么搞定的。[呲牙][呲牙][呲牙][呲牙] 现在想想：能90天减掉38斤，并且纯粹靠自己，中间还有好几次，喝醉酒之后凌晨才到家，然后在跑步机上继续走完5公里，真的也算是非常非常努力了。截图的数据前后差两天，所以和我上面说的数据差那么一点点。,0,0
57,172847966752,327345986,BV16k4y1T7qe,742798870,丶大觉觉,2,https://i0.hdslb.com/bfs/face/member/noface.jpg,2023-07-02 19:25:05,牛逼,172418924640,172418924640
58,172953426720,386556322,BV16k4y1T7qe,742798870,扯皮浩,5,http://i1.hdslb.com/bfs/face/adfc1ef680ccecd106b1f8500150646f70cf3c0b.jpg,2023-07-03 12:15:06,只跑步嘛？没有无氧 那你体脂率有没有降下来啊？[哦呼],172418924640,172418924640
59,173205072544,291065527,BV16k4y1T7qe,742798870,网路游侠,4,http://i1.hdslb.com/bfs/face/ff1011dd608f8b070174f075082bf75dec335073.jpg,2023-07-04 21:22:47,回复 @丶大觉觉 :[呲牙],172418924640,172847966752
60,172173984496,291965573,BV16k4y1T7qe,742798870,DemonShining,5,https://i2.hdslb.com/bfs/face/b82d9563c990fd125e6c67ee6549d97ba23f7749.jpg,2023-06-28 18:27:43,别闹了，明显有基础。一开始就有下胸肌轮廓。就是减脂,0,0
61,172197571664,4419461,BV16k4y1T7qe,742798870,阿妮亚期待吃瓜,5,https://i2.hdslb.com/bfs/face/3f68196b418d212a8ba22ef433de3b647f01e259.jpg,2023-06-28 20:59:58,明白人,172173984496,172173984496
62,172314598320,196844034,BV16k4y1T7qe,742798870,云宝宝的大萝呗,5,http://i0.hdslb.com/bfs/face/918bf189d94b0bd3adb6891820b432aea8a482c4.jpg,2023-06-29 16:17:34,"我也有两年半健身基础 现在180 82.9kg今天称的
体脂估计30了 因为肚子和大腿脂肪很明显 [喜极而泣]",172173984496,172173984496
63,172325653184,291965573,BV16k4y1T7qe,742798870,DemonShining,5,https://i2.hdslb.com/bfs/face/b82d9563c990fd125e6c67ee6549d97ba23f7749.jpg,2023-06-29 17:47:12,回复 @云宝宝的大萝呗 :两年半30的体脂，要么就是没减脂，要么就是无所谓。我的体质长肌肉难体脂疯狂降。一年从20到10。,172173984496,172314598320
64,172227540432,7637311,BV16k4y1T7qe,742798870,大白不会拍,6,https://i1.hdslb.com/bfs/face/5b5347e79d9d52d88a8d5d5ef935bccab04bcaf1.jpg,2023-06-29 00:05:06,"三个月说长不长，但是变化还是蛮大的[笑哭]
不过我训练强度也不是很大，有氧基本不做，一周最多两次每次不超过30分钟
基本就是力量训练加控制饮食",0,0
65,172153141424,288320480,BV16k4y1T7qe,742798870,岁月单薄23,4,http://i2.hdslb.com/bfs/face/179a39aa1e24377e5b282aedb29ec705869e9c03.jpg,2023-06-28 15:39:50,这个明显练过啊[吃瓜],0,0
66,172154497344,235710849,BV16k4y1T7qe,742798870,EB_RiffrAff,6,https://i0.hdslb.com/bfs/face/5a6d58dfb9ea34582cba2e133b0c63f2a023bcaa.jpg,2023-06-28 15:50:28,我的和这身材一模一样 没练过[doge] 这奶已经有点脂肪胸的前兆了[脱单doge],172153141424,172153141424
67,172154755072,98813436,BV16k4y1T7qe,742798870,石头还是学不会踯躅,6,https://i0.hdslb.com/bfs/face/7ffc1f9dd8d2df755a5f68a970e1bc36b5e667cf.jpg,2023-06-28 15:53:01,练过的，中线这么明显，胸也不是脂肪胸，估计是练了3.4个月然后因为一些原因停练长胖了,172153141424,172153141424
68,172156228736,510999393,BV16k4y1T7qe,742798870,固若浸湯の封火,5,https://i0.hdslb.com/bfs/face/9cd8c8c1d488784dcabb903b747ed0c184aef79f.jpg,2023-06-28 16:06:30,回复 @某不知名和牛 :这个明显练过好吧，你看它的中线还有胸肩连接处。,172153141424,172154497344
69,172182892656,48455786,BV16k4y1T7qe,742798870,CSGO国服,6,https://i2.hdslb.com/bfs/face/b3c46e1c3d4272451f526d8971bcbadc90d4757a.jpg,2023-06-28 19:26:12,我感觉我每天运动够多了，吃的也不多，但是腰和肚子还是很难减，呜呜呜[妙啊],0,0
70,172182989104,142171131,BV16k4y1T7qe,742798870,Kazenoyoo,6,https://i0.hdslb.com/bfs/face/862ff99b3deb1b5ba70e9b846082d30e0c27ddf1.jpg,2023-06-28 19:26:59,公号私用,172182892656,172182892656
71,172186858896,37854695,BV16k4y1T7qe,742798870,曲子Xanadu,6,https://i2.hdslb.com/bfs/face/4e92f14901c4b4f5a5c37fdfbe8e0b32a2244fca.jpg,2023-06-28 19:52:17,roll把枪先[吃瓜]我就告诉你怎么减,172182892656,172182892656
72,175517992736,193035865,BV16k4y1T7qe,742798870,围观滴许愿,5,http://i0.hdslb.com/bfs/face/member/noface.jpg,2023-07-17 20:09:16,这视频骗鬼呢，人家是有基础的，起码2年以上，曾经达到这高度过恢复起来很快，小白怎么可能3个月又增肌又减脂还这么大块，除非用激素了。要知道很多人刻苦练2年都不一定有这程度。,172182892656,172182892656
73,174716076272,286467269,BV16k4y1T7qe,742798870,HOHOHHHH09,5,http://i2.hdslb.com/bfs/face/a218961c4fc890d7c64e0a99bd8d87b424989ca5.jpg,2023-07-13 13:33:23,这种视频只会让想减脂的人更容易放弃，因为正常人自己练1年估计也出不来视频里90天的效果，这种健身鸡汤视频看多了就容易在自己实践的时候产生巨大落差感导致坚持不下来。,0,0
74,174721603536,1738051,BV16k4y1T7qe,742798870,无夜旅团,6,https://i1.hdslb.com/bfs/face/27d64ca7f003a8350e1c1fc6ccb90c4d36b9b67e.jpg,2023-07-13 14:01:39,是的，当事人身体肯定是有基础的,174716076272,174716076272
75,174741667328,91021836,BV16k4y1T7qe,742798870,Advanced_Man,6,https://i0.hdslb.com/bfs/face/eb3a9746ade2f805cf2cf3a5807d7de5db112ba7.jpg,2023-07-13 16:14:15,回复 @无夜旅团 :算不上基础，倒是这个计划压力太大，难坚持且不健康,174716076272,174721603536
76,174767170112,97735204,BV16k4y1T7qe,742798870,吾喵Masaki,5,https://i1.hdslb.com/bfs/face/33212b2e94d67526c3d7c62ee188a7a3eae5e640.jpg,2023-07-13 19:01:27,太对了，我健身13年有了，前四五年基本都是在走歪路，从胖子练到视频中这程度，没有专业指导和饮食计划 小白从入门基本至少要1-2年左右才能有这效果，而且这饮食我一个常年保持体脂率15以下的看的都没法坚持这么吃，正常人上班的话根本不可能这么坚持,174716076272,174716076272
77,174712983760,476937462,BV16k4y1T7qe,742798870,取名字好难PAP,5,https://i0.hdslb.com/bfs/face/8d7eb7d695e3c238b3d3674d44c4ed1c76be2eb9.jpg,2023-07-13 13:16:25,【【帅soserious】90天身材转变靠谱吗？-哔哩哔哩】 https://b23.tv/TksTJFH,0,0
78,174786623328,8419581,BV16k4y1T7qe,742798870,萌萌之中自有定数,6,https://i0.hdslb.com/bfs/face/c7e6a26ffc7f25a316c462b9cb176b4c433edb24.jpg,2023-07-13 20:48:50,回复 @取名字好难PAP :跟格教授，说实话，这个视频里面给那个人做五分化的安排，我看到脑子就炸掉了，笑死，当时想喷不敢喷。[吃瓜],174712983760,174730503632
79,174829739152,245941871,BV16k4y1T7qe,742798870,Lucccckyyyy,5,https://i2.hdslb.com/bfs/face/8a0001c35dbd23ebc4df84dee29b281323e30eda.jpg,2023-07-14 00:36:50,回复 @萌萌之中自有定数 :哈哈哈视频里这个，卧推90kg，明显不是新手，五分化撑得住，从没接受过训练的，五分化几乎前几个月不长肌肉全是折磨。,174712983760,174786623328
80,174847518752,245941871,BV16k4y1T7qe,742798870,Lucccckyyyy,5,https://i2.hdslb.com/bfs/face/8a0001c35dbd23ebc4df84dee29b281323e30eda.jpg,2023-07-14 03:00:42,但是五分化对身体负荷很严重，而且福利期的增长是小于每周两到三个全身循环的。[脸红],174712983760,174712983760
81,174855265328,54475959,BV16k4y1T7qe,742798870,任杰啦啦啦,6,http://i0.hdslb.com/bfs/face/f77bd7aefcc112bca8c47ede22eed2a37c344b20.jpg,2023-07-14 06:13:32,我183cm/73kg，不理解为什么他67公斤，看起来还这么多肌肉,0,0
82,174855196160,54475959,BV16k4y1T7qe,742798870,任杰啦啦啦,6,http://i0.hdslb.com/bfs/face/f77bd7aefcc112bca8c47ede22eed2a37c344b20.jpg,2023-07-14 06:14:11,我感觉我瘦的一比，80才刚好,174855265328,174855265328
83,174855515584,415453905,BV16k4y1T7qe,742798870,Treyarch_3arc,5,https://i0.hdslb.com/bfs/face/8358f6e0d56535c779f70ffc5269db14dbe06021.jpg,2023-07-14 06:25:49,回复 @任杰啦啦啦 : 我是185/81KG，肚子比你大，我是从86KG开始减的[笑哭]，目标75KG,174855265328,174855196160
84,174711935360,270319223,BV16k4y1T7qe,742798870,Mashiro_hime1,6,https://i2.hdslb.com/bfs/face/84e72403ca23244cf7a9f7b22f3261b58e535078.jpg,2023-07-13 13:10:46,刚看了格教练的视频，来源视频下留个言[tv_doge],0,0
85,174715646560,179075534,BV16k4y1T7qe,742798870,扫码测核酸,5,https://i2.hdslb.com/bfs/face/7fc90a3e2e7feb5c64c6e4f8d18b8e5e05ddda78.jpg,2023-07-13 13:30:31,这计划不可持续的，对身体有害,174711935360,174711935360
86,174727394704,1802326,BV16k4y1T7qe,742798870,麦丽素麦丽素,6,https://i1.hdslb.com/bfs/face/f63801ac5bae7622bfc3489232bbae945be73acc.gif,2023-07-13 14:36:23,[歪嘴],174711935360,174711935360
87,174782704272,5053688,BV16k4y1T7qe,742798870,ContactsheetStr,6,https://i2.hdslb.com/bfs/face/69aa72afd3102538e685deb1aa01385d43855905.jpg,2023-07-13 20:27:07,[OK]学习,174711935360,174711935360
88,176956741776,1625900,BV16k4y1T7qe,742798870,装R,6,https://i2.hdslb.com/bfs/face/c92e9df2caee404e2b23fdf6af8d8e4cf0a56042.jpg,2023-07-25 16:07:52,看的出来，下面护up这种明显的蹭流量网红的朋友，都是那种平时根本没有运动习惯的口嗨，反而有锻炼基础说实话的那些人被嘲讽说是看不得别人坚持找借口不信，这个奇幻的世界，up还是懂流量密码的，,0,0
89,177006454480,1594094607,BV16k4y1T7qe,742798870,littlezhai,3,https://i0.hdslb.com/bfs/face/83ded55289dac55c1bedb95b33c9e375692433a6.jpg,2023-07-25 20:50:17,骗骗没完整健身过一轮的小白罢了，现实中健身能坚持很久的人确实少，这么一想 评论区倒也合理,176956741776,176956741776
